SHIP DRAFT 6.16 m 
 U = 20.00 kts,  HDG =  45.0 deg,  SWH =  6.00 T0 = 11.00 Longcrested                                                   
 COUNT, NCHAN  3001   16
 DT    0.20000
 COUNT  TIME  WAVEHT   SURGE    SWAY   HEAVE    ROLL   PITCH     YAW    ROLL   PITCH     YAW  LONMOT  LATMOT  VERMOT  LONVEL  LATVEL  VERVEL  
 STEP    SEC  METER   METER   METER   METER   DEG     DEG     DEG     DEG/S   DEG/S   DEG/S   METER   METER   METER   M/S     M/S     M/S     
  174   34.600  -0.709   0.067   0.113  -0.197  -0.082  -0.002  -0.265   2.130   0.818  -0.312   0.068   0.392  -0.198   0.201   0.142   0.478
  175   34.800  -0.647   0.095   0.109  -0.269   0.357   0.161  -0.323   2.192   0.811  -0.290   0.108   0.415  -0.103   0.200   0.115   0.475
  176   35.000  -0.403   0.121   0.104  -0.345   0.812   0.321  -0.373   2.277   0.800  -0.254   0.148   0.428  -0.015   0.200   0.064   0.444
  177   35.200  -0.317   0.146   0.098  -0.421   1.278   0.470  -0.412   2.330   0.749  -0.195   0.186   0.426   0.063   0.188  -0.010   0.389
  178   35.400  -0.717   0.169   0.088  -0.499   1.741   0.607  -0.438   2.316   0.682  -0.126   0.220   0.407   0.124   0.174  -0.095   0.306
  179   35.600  -1.142   0.190   0.075  -0.578   2.177   0.725  -0.448   2.182   0.590  -0.054   0.251   0.372   0.166   0.154  -0.174   0.207
  180   35.800  -1.113   0.206   0.060  -0.655   2.569   0.819  -0.444   1.958   0.470   0.024   0.276   0.322   0.185   0.125  -0.249   0.096
  181   36.000  -1.041   0.219   0.043  -0.727   2.908   0.885  -0.425   1.696   0.329   0.094   0.295   0.260   0.180   0.092  -0.313  -0.027
  182   36.200  -1.263   0.227   0.022  -0.791   3.200   0.920  -0.391   1.458   0.179   0.169   0.306   0.182   0.152   0.055  -0.389  -0.140
  183   36.400  -1.288   0.230  -0.002  -0.844   3.444   0.928  -0.344   1.220   0.036   0.232   0.309   0.092   0.105   0.018  -0.449  -0.234
  184   36.600  -0.972   0.227  -0.025  -0.878   3.633   0.905  -0.286   0.947  -0.112   0.294   0.304  -0.007   0.046  -0.025  -0.494  -0.293
  185   36.800  -0.974   0.219  -0.048  -0.892   3.751   0.858  -0.217   0.590  -0.239   0.344   0.291  -0.110  -0.017  -0.065  -0.514  -0.316
  186   37.000  -1.396   0.205  -0.070  -0.880   3.790   0.788  -0.141   0.191  -0.348   0.380   0.271  -0.212  -0.077  -0.104  -0.512  -0.299
  187   37.200  -1.585   0.184  -0.089  -0.838   3.754   0.701  -0.060  -0.179  -0.435   0.405   0.242  -0.312  -0.124  -0.143  -0.501  -0.236
  188   37.400  -1.324   0.158  -0.107  -0.765   3.649   0.602   0.022  -0.527  -0.496   0.412   0.207  -0.408  -0.153  -0.176  -0.477  -0.147
  189   37.600  -0.854   0.126  -0.123  -0.662   3.481   0.493   0.103  -0.838  -0.543   0.402   0.166  -0.494  -0.162  -0.206  -0.431  -0.043
  190   37.800  -0.208   0.089  -0.135  -0.533   3.259   0.381   0.177  -1.108  -0.564   0.373   0.120  -0.566  -0.148  -0.229  -0.359   0.070
  191   38.000   0.465   0.049  -0.140  -0.379   2.978   0.267   0.243  -1.408  -0.569   0.329   0.070  -0.617  -0.110  -0.247  -0.259   0.188
  192   38.200   0.759   0.007  -0.138  -0.209   2.649   0.159   0.296  -1.645  -0.538   0.266   0.020  -0.645  -0.049  -0.253  -0.139   0.304
  193   38.400   0.676  -0.037  -0.129  -0.025   2.283   0.058   0.337  -1.830  -0.506   0.202  -0.031  -0.650   0.032  -0.256  -0.025   0.405
  194   38.600   0.515  -0.079  -0.116   0.163   1.889  -0.031   0.361  -1.970  -0.443   0.124  -0.080  -0.632   0.129  -0.246   0.091   0.488
  195   38.800   0.292  -0.120  -0.098   0.348   1.468  -0.106   0.372  -2.106  -0.375   0.052  -0.126  -0.593   0.238  -0.229   0.193   0.544
  196   39.000   0.042  -0.156  -0.077   0.523   0.997  -0.167   0.368  -2.353  -0.306  -0.020  -0.167  -0.532   0.350  -0.205   0.305   0.561
  197   39.200  -0.008  -0.187  -0.052   0.680   0.473  -0.212   0.350  -2.621  -0.225  -0.091  -0.201  -0.449   0.462  -0.171   0.417   0.556
  198   39.400   0.006  -0.211  -0.026   0.814  -0.093  -0.242   0.319  -2.830  -0.153  -0.151  -0.228  -0.348   0.564  -0.132   0.505   0.511
  199   39.600  -0.223  -0.227   0.001   0.917  -0.675  -0.262   0.279  -2.908  -0.097  -0.202  -0.245  -0.236   0.647  -0.088   0.562   0.417
  200   39.800  -0.410  -0.235   0.025   0.988  -1.236  -0.271   0.231  -2.803  -0.045  -0.241  -0.254  -0.119   0.707  -0.043   0.583   0.301
  201   40.000  -0.069  -0.233   0.047   1.018  -1.760  -0.272   0.177  -2.624  -0.005  -0.271  -0.253  -0.001   0.736   0.005   0.588   0.143
  202   40.200   0.628  -0.224   0.067   1.010  -2.239  -0.270   0.120  -2.393   0.010  -0.282  -0.243   0.113   0.728   0.048   0.572  -0.038
  203   40.400   1.152  -0.206   0.084   0.961  -2.655  -0.265   0.064  -2.079   0.025  -0.283  -0.225   0.220   0.683   0.090   0.536  -0.228
  204   40.600   1.322  -0.181   0.097   0.873  -2.995  -0.258   0.009  -1.701   0.032  -0.274  -0.200   0.316   0.601   0.127   0.478  -0.409
  205   40.800   1.306  -0.150   0.104   0.752  -3.235  -0.253  -0.042  -1.201   0.026  -0.256  -0.169   0.394   0.484   0.156   0.392  -0.586
  206   41.000   1.372  -0.115   0.105   0.601  -3.366  -0.248  -0.088  -0.652   0.026  -0.228  -0.133   0.451   0.338   0.179   0.287  -0.730
  207   41.200   1.700  -0.076   0.099   0.427  -3.399  -0.244  -0.128  -0.165   0.018  -0.199  -0.094   0.489   0.167   0.194   0.190  -0.854
  208   41.400   2.165  -0.037   0.089   0.237  -3.337  -0.243  -0.160   0.307   0.009  -0.160  -0.055   0.508  -0.021   0.199   0.093  -0.941
  209   41.600   2.506   0.003   0.076   0.039  -3.189  -0.240  -0.183   0.740   0.012  -0.118  -0.015   0.508  -0.216   0.198   0.000  -0.973
  210   41.800   2.560   0.041   0.059  -0.159  -2.948  -0.234  -0.199   1.206   0.031  -0.075   0.024   0.488  -0.406   0.193  -0.101  -0.953
  211   42.000   2.174   0.075   0.037  -0.346  -2.624  -0.223  -0.204   1.618   0.054  -0.028   0.059   0.447  -0.581   0.178  -0.203  -0.874
  212   42.200   1.265   0.106   0.011  -0.513  -2.244  -0.203  -0.200   1.900   0.100   0.019   0.091   0.389  -0.726   0.159  -0.292  -0.726
  213   42.400   0.196   0.131  -0.017  -0.654  -1.848  -0.174  -0.188   1.984   0.146   0.063   0.118   0.317  -0.836   0.136  -0.358  -0.549
  214   42.600  -0.538   0.150  -0.047  -0.764  -1.451  -0.130  -0.169   1.985   0.218   0.095   0.141   0.238  -0.899   0.113  -0.398  -0.316
  215   42.800  -0.959   0.163  -0.077  -0.834  -1.073  -0.076  -0.145   1.886   0.274   0.118   0.158   0.154  -0.912   0.084  -0.417  -0.065
  216   43.000  -1.380   0.170  -0.107  -0.865  -0.710  -0.008  -0.119   1.818   0.337   0.129   0.169   0.070  -0.873   0.059  -0.423   0.195
  217   43.200  -1.745   0.171  -0.134  -0.855  -0.368   0.069  -0.094   1.706   0.385   0.125   0.176  -0.009  -0.784   0.033  -0.394   0.447
  218   43.400  -1.831   0.166  -0.155  -0.808  -0.058   0.153  -0.071   1.551   0.423   0.115   0.178  -0.077  -0.649   0.010  -0.338   0.674
  219   43.600  -1.737   0.157  -0.166  -0.726   0.217   0.240  -0.051   1.378   0.436   0.103   0.176  -0.130  -0.478  -0.013  -0.268   0.857
  220   43.800  -1.767   0.144  -0.169  -0.619   0.483   0.328  -0.032   1.326   0.437   0.092   0.170  -0.172  -0.281  -0.030  -0.210   0.986
  221   44.000  -1.996   0.127  -0.164  -0.490   0.733   0.408  -0.016   1.251   0.402   0.082   0.159  -0.203  -0.069  -0.051  -0.155   1.056
  222   44.200  -2.173   0.108  -0.152  -0.350   0.957   0.477  -0.002   1.121   0.342   0.069   0.146  -0.222   0.141  -0.068  -0.094   1.051
  223   44.400  -2.008   0.086  -0.131  -0.208   1.129   0.527   0.009   0.858   0.251   0.057   0.129  -0.227   0.334  -0.084  -0.022   0.967
  224   44.600  -1.631   0.065  -0.104  -0.072   1.241   0.556   0.017   0.561   0.147   0.041   0.110  -0.216   0.500  -0.097   0.053   0.832
  225   44.800  -1.425   0.042  -0.073   0.052   1.303   0.559   0.025   0.313   0.014   0.038   0.088  -0.198   0.628  -0.110   0.093   0.636
  226   45.000  -1.335   0.021  -0.041   0.159   1.338   0.534   0.032   0.173  -0.124   0.036   0.064  -0.176   0.709  -0.120   0.107   0.407
  227   45.200  -0.922   0.000  -0.011   0.245   1.350   0.482   0.041   0.059  -0.263   0.041   0.038  -0.155   0.740  -0.127   0.105   0.156
  228   45.400  -0.171  -0.020   0.020   0.307   1.313   0.402   0.048  -0.183  -0.398   0.037   0.012  -0.129   0.721  -0.132   0.128  -0.098
  229   45.600   0.457  -0.039   0.049   0.347   1.224   0.300   0.055  -0.445  -0.510   0.034  -0.015  -0.100   0.655  -0.133   0.146  -0.328
  230   45.800   0.762  -0.055   0.075   0.365   1.095   0.182   0.060  -0.647  -0.592   0.025  -0.040  -0.070   0.551  -0.128   0.151  -0.520
  231   46.000   0.916  -0.068   0.093   0.366   0.947   0.052   0.063  -0.742  -0.650   0.015  -0.064  -0.044   0.419  -0.120   0.132  -0.662
  232   46.200   1.057  -0.079   0.102   0.354   0.791  -0.081   0.063  -0.779  -0.665  -0.001  -0.086  -0.022   0.270  -0.106   0.107  -0.746
  233   46.400   1.277  -0.088   0.105   0.334   0.616  -0.212   0.060  -0.875  -0.655  -0.015  -0.104  -0.003   0.114  -0.090   0.097  -0.775
  234   46.600   1.554  -0.093   0.105   0.310   0.419  -0.331   0.054  -0.982  -0.595  -0.026  -0.117   0.017  -0.032  -0.069   0.098  -0.731
  235   46.800   1.603  -0.096   0.102   0.287   0.211  -0.434   0.048  -1.043  -0.512  -0.031  -0.127   0.036  -0.161  -0.047   0.096  -0.644
  236   47.000   1.261  -0.096   0.095   0.269   0.024  -0.516   0.043  -0.932  -0.412  -0.023  -0.133   0.049  -0.264  -0.028   0.064  -0.515
  237   47.200   0.861  -0.094   0.086   0.257  -0.113  -0.574   0.043  -0.686  -0.290  -0.005  -0.134   0.050  -0.335  -0.010   0.009  -0.357
  238   47.400   0.751  -0.090   0.074   0.251  -0.204  -0.610   0.047  -0.459  -0.182   0.024  -0.134   0.041  -0.379   0.005  -0.046  -0.218
  239   47.600   0.822  -0.086   0.063   0.250  -0.260  -0.626   0.060  -0.277  -0.077   0.065  -0.131   0.021  -0.396   0.015  -0.101  -0.088
  240   47.800   0.824  -0.083   0.054   0.252  -0.291  -0.624   0.082  -0.156   0.011   0.108  -0.127  -0.008  -0.391   0.020  -0.145   0.025
  241   48.000   0.647  -0.079   0.046   0.257  -0.292  -0.609   0.111  -0.004   0.071   0.146  -0.122  -0.046  -0.372   0.021  -0.190   0.096
  242   48.200   0.269  -0.077   0.039   0.262  -0.264  -0.587   0.144   0.138   0.112   0.165  -0.119  -0.090  -0.343   0.019  -0.219   0.144
  243   48.400  -0.132  -0.076   0.032   0.267  -0.215  -0.561   0.176   0.244   0.129   0.159  -0.116  -0.133  -0.312   0.014  -0.215   0.156
  244   48.600  -0.215  -0.076   0.028   0.268  -0.177  -0.536   0.201   0.192   0.127   0.125  -0.114  -0.166  -0.285   0.009  -0.165   0.136
  245   48.800   0.040  -0.077   0.027   0.264  -0.154  -0.511   0.215   0.114   0.122   0.071  -0.113  -0.184  -0.264   0.006  -0.088   0.108
  246   49.000   0.279  -0.077   0.029   0.256  -0.154  -0.489   0.215   0.000   0.110  -0.004  -0.112  -0.181  -0.249   0.005   0.013   0.074
  247   49.200   0.313  -0.077   0.032   0.243  -0.159  -0.464   0.197  -0.025   0.125  -0.088  -0.110  -0.159  -0.236   0.010   0.107   0.066
  248   49.400   0.240  -0.074   0.036   0.226  -0.165  -0.433   0.162  -0.029   0.154  -0.176  -0.105  -0.119  -0.221   0.022   0.204   0.074
  249   49.600   0.077  -0.069   0.041   0.206  -0.179  -0.391   0.110  -0.070   0.212  -0.257  -0.098  -0.060  -0.198   0.039   0.296   0.116
  250   49.800  -0.192  -0.061   0.047   0.183  -0.203  -0.334   0.048  -0.119   0.285  -0.313  -0.086   0.013  -0.161   0.059   0.362   0.184
  251   50.000  -0.396  -0.050   0.053   0.158  -0.223  -0.258  -0.022  -0.100   0.381  -0.347  -0.069   0.092  -0.108   0.085   0.397   0.265
  252   50.200  -0.384  -0.036   0.059   0.131  -0.228  -0.165  -0.091  -0.024   0.463  -0.347  -0.048   0.170  -0.040   0.105   0.388   0.343
  253   50.400  -0.240  -0.017   0.062   0.094  -0.190  -0.054  -0.157   0.188   0.554  -0.328  -0.021   0.238   0.038   0.133   0.342   0.387
  254   50.600  -0.048   0.003   0.065   0.050  -0.116   0.065  -0.212   0.368   0.598  -0.279   0.008   0.293   0.118   0.146   0.275   0.400
  255   50.800   0.184   0.024   0.067  -0.005  -0.006   0.188  -0.256   0.553   0.614  -0.219   0.040   0.332   0.189   0.158   0.194   0.358
  256   51.000   0.314   0.047   0.068  -0.072   0.144   0.307  -0.285   0.749   0.593  -0.145   0.072   0.351   0.245   0.160   0.096   0.277
  257   51.200   0.085   0.069   0.066  -0.151   0.328   0.415  -0.299   0.918   0.541  -0.068   0.103   0.349   0.277   0.156  -0.011   0.163
  258   51.400  -0.456   0.090   0.060  -0.239   0.525   0.505  -0.298   0.988   0.449   0.005   0.131   0.328   0.281   0.143  -0.108   0.020
  259   51.600  -0.911   0.109   0.051  -0.334   0.707   0.573  -0.284   0.910   0.342   0.071   0.156   0.290   0.257   0.125  -0.188  -0.124
  260   51.800  -1.036   0.126   0.039  -0.431   0.852   0.617  -0.258   0.722   0.216   0.128   0.177   0.240   0.204   0.101  -0.250  -0.263
  261   52.000  -1.010   0.139   0.022  -0.524   0.954   0.635  -0.224   0.513   0.091   0.172   0.191   0.180   0.130   0.074  -0.299  -0.371
  262   52.200  -0.982   0.148   0.000  -0.607   1.021   0.628  -0.182   0.336  -0.032   0.208   0.200   0.111   0.040   0.044  -0.348  -0.449
  263   52.400  -0.784   0.154  -0.024  -0.675   1.057   0.603  -0.137   0.177  -0.126   0.224   0.203   0.037  -0.053   0.016  -0.369  -0.467
  264   52.600  -0.367   0.155  -0.050  -0.720   1.053   0.562  -0.092  -0.021  -0.205   0.226   0.201  -0.035  -0.141  -0.013  -0.357  -0.439
  265   52.800  -0.055   0.152  -0.073  -0.741   1.008   0.513  -0.050  -0.222  -0.243   0.209   0.193  -0.098  -0.212  -0.037  -0.316  -0.353
  266   53.000  -0.060   0.144  -0.094  -0.732   0.937   0.461  -0.014  -0.358  -0.263   0.181   0.181  -0.151  -0.257  -0.062  -0.264  -0.225
  267   53.200  -0.180   0.132  -0.114  -0.695   0.865   0.412   0.014  -0.360  -0.245   0.143   0.165  -0.194  -0.271  -0.079  -0.218  -0.069
  268   53.400  -0.134   0.117  -0.132  -0.631   0.795   0.371   0.035  -0.345  -0.203   0.101   0.147  -0.228  -0.249  -0.093  -0.168   0.110
  269   53.600   0.102   0.098  -0.145  -0.542   0.717   0.341   0.047  -0.391  -0.152   0.064   0.125  -0.248  -0.190  -0.106  -0.103   0.291
  270   53.800   0.383   0.078  -0.152  -0.436   0.624   0.324   0.053  -0.466  -0.083   0.027   0.103  -0.254  -0.102  -0.110  -0.027   0.444
  271   54.000   0.519   0.055  -0.152  -0.315   0.517   0.320   0.053  -0.537  -0.020  -0.001   0.081  -0.246   0.015  -0.113   0.041   0.582
  272   54.200   0.358   0.033  -0.147  -0.188   0.417   0.327   0.049  -0.501   0.033  -0.019   0.059  -0.229   0.149  -0.110   0.081   0.672
  273   54.400  -0.062   0.011  -0.139  -0.060   0.321   0.343   0.041  -0.477   0.081  -0.037   0.038  -0.206   0.294  -0.101   0.119   0.722
  274   54.600  -0.541  -0.009  -0.125   0.063   0.200   0.360   0.033  -0.608   0.087  -0.043   0.020  -0.174   0.434  -0.093   0.157   0.703
  275   54.800  -0.919  -0.026  -0.107   0.174   0.025   0.376   0.023  -0.874   0.079  -0.050   0.004  -0.132   0.562  -0.080   0.210   0.640
  276   55.000  -1.201  -0.040  -0.086   0.270  -0.202   0.384   0.015  -1.136   0.038  -0.039  -0.009  -0.086   0.666  -0.066   0.233   0.517
  277   55.200  -1.502  -0.050  -0.066   0.345  -0.457   0.380   0.010  -1.277  -0.022  -0.027  -0.019  -0.041   0.736  -0.051   0.225   0.352
  278   55.400  -1.804  -0.056  -0.049   0.399  -0.719   0.357   0.009  -1.308  -0.112  -0.005  -0.028  -0.003   0.767  -0.041   0.186   0.156
  279   55.600  -1.780  -0.059  -0.037   0.431  -0.972   0.316   0.012  -1.263  -0.205   0.017  -0.034   0.025   0.757  -0.030   0.141  -0.053
  280   55.800  -1.169  -0.058  -0.025   0.442  -1.232   0.252   0.019  -1.302  -0.318   0.038  -0.039   0.048   0.702  -0.025   0.117  -0.276
  281   56.000  -0.271  -0.056  -0.014   0.433  -1.479   0.169   0.031  -1.235  -0.415   0.056  -0.043   0.067   0.606  -0.021   0.095  -0.478
  282   56.200   0.504  -0.052  -0.004   0.404  -1.670   0.067   0.046  -0.956  -0.510   0.075  -0.047   0.076   0.472  -0.021   0.045  -0.670
  283   56.400   1.322  -0.049   0.003   0.363  -1.774  -0.053   0.065  -0.518  -0.604   0.095  -0.053   0.071   0.306  -0.028  -0.026  -0.831
  284   56.600   2.435  -0.046   0.006   0.310  -1.772  -0.186   0.086   0.007  -0.663   0.109  -0.060   0.052   0.116  -0.034  -0.095  -0.952
  285   56.800   3.461  -0.044   0.010   0.250  -1.694  -0.326   0.111   0.392  -0.702   0.124  -0.068   0.024  -0.089  -0.043  -0.141  -1.023
  286   57.000   3.857  -0.045   0.015   0.187  -1.563  -0.467   0.138   0.653  -0.702   0.134  -0.078  -0.008  -0.296  -0.051  -0.160  -1.036
  287   57.200   3.547  -0.048   0.022   0.127  -1.393  -0.599   0.166   0.850  -0.664   0.138  -0.090  -0.043  -0.493  -0.059  -0.174  -0.983
  288   57.400   2.669  -0.054   0.027   0.076  -1.184  -0.717   0.192   1.048  -0.590   0.133  -0.103  -0.082  -0.665  -0.065  -0.194  -0.863
  289   57.600   1.408  -0.062   0.028   0.039  -0.957  -0.814   0.215   1.133  -0.482   0.112  -0.117  -0.121  -0.801  -0.070  -0.195  -0.679
  290   57.800   0.266  -0.071   0.027   0.017  -0.757  -0.881   0.229   0.999  -0.337   0.073  -0.131  -0.152  -0.893  -0.067  -0.157  -0.457
  291   58.000  -0.339  -0.082   0.026   0.019  -0.633  -0.916   0.234   0.621  -0.176   0.027  -0.144  -0.168  -0.928  -0.066  -0.080  -0.174
  292   58.200  -0.700  -0.092   0.025   0.040  -0.585  -0.914   0.228   0.238   0.012  -0.030  -0.154  -0.166  -0.903  -0.052   0.011   0.122
  293   58.400  -1.280  -0.102   0.024   0.086  -0.593  -0.873   0.211  -0.036   0.203  -0.087  -0.161  -0.148  -0.815  -0.035   0.087   0.439
  294   58.600  -1.896  -0.108   0.021   0.152  -0.618  -0.794   0.181  -0.125   0.398  -0.148  -0.163  -0.119  -0.668  -0.008   0.148   0.738
  295   58.800  -2.054  -0.111   0.019   0.233  -0.654  -0.681   0.141  -0.183   0.562  -0.204  -0.158  -0.076  -0.470   0.021   0.214   0.988
  296   59.000  -1.713  -0.109   0.022   0.323  -0.705  -0.541   0.089  -0.254   0.703  -0.256  -0.148  -0.017  -0.235   0.054   0.296   1.174
  297   59.200  -1.214  -0.102   0.030   0.409  -0.751  -0.379   0.030  -0.228   0.806  -0.296  -0.130   0.056   0.017   0.090   0.366   1.264
  298   59.400  -0.802  -0.090   0.044   0.485  -0.770  -0.211  -0.033  -0.096   0.844  -0.318  -0.105   0.137   0.267   0.121   0.406   1.248
  299   59.600  -0.497  -0.072   0.061   0.536  -0.714  -0.042  -0.099   0.279   0.843  -0.328  -0.075   0.217   0.492   0.151   0.400   1.126
  300   59.800  -0.182  -0.050   0.079   0.555  -0.575   0.112  -0.161   0.698   0.769  -0.312  -0.041   0.289   0.670   0.170   0.359   0.891
  301   60.000   0.202  -0.025   0.098   0.536  -0.375   0.241  -0.217   0.997   0.645  -0.278  -0.006   0.350   0.785   0.178   0.307   0.572
  302   60.200   0.517   0.003   0.118   0.474  -0.132   0.339  -0.263   1.218   0.492  -0.229   0.030   0.399   0.823   0.179   0.243   0.194
  303   60.400   0.627   0.031   0.136   0.369   0.138   0.400  -0.295   1.347   0.304  -0.162   0.064   0.430   0.781   0.168   0.155  -0.211
  304   60.600   0.638   0.059   0.148   0.226   0.428   0.419  -0.312   1.452   0.095  -0.084   0.093   0.437   0.658   0.146   0.035  -0.618
  305   60.800   0.807   0.084   0.150   0.050   0.741   0.397  -0.313   1.567  -0.110  -0.004   0.117   0.416   0.459   0.119  -0.105  -0.994
  306   61.000   1.189   0.106   0.141  -0.146   1.067   0.339  -0.297   1.626  -0.288   0.079   0.134   0.366   0.203   0.086  -0.251  -1.280
  307   61.200   1.494   0.124   0.122  -0.349   1.371   0.251  -0.265   1.522  -0.439   0.158   0.144   0.291  -0.091   0.052  -0.372  -1.470
  308   61.400   1.396   0.137   0.095  -0.545   1.642   0.147  -0.219   1.357  -0.521   0.231   0.149   0.196  -0.395   0.022  -0.475  -1.521
  309   61.600   0.880   0.144   0.063  -0.717   1.862   0.037  -0.161   1.099  -0.552   0.289   0.147   0.088  -0.681  -0.009  -0.543  -1.430
  310   61.800   0.114   0.145   0.026  -0.851   2.042  -0.068  -0.096   0.897  -0.526   0.329   0.140  -0.031  -0.924  -0.036  -0.592  -1.215
  311   62.000  -0.716   0.139  -0.013  -0.934   2.168  -0.160  -0.027   0.630  -0.456   0.341   0.127  -0.149  -1.101  -0.065  -0.594  -0.886
  312   62.200  -1.292   0.127  -0.052  -0.962   2.245  -0.224   0.037   0.386  -0.323   0.323   0.110  -0.261  -1.196  -0.084  -0.557  -0.475
  313   62.400  -1.273   0.109  -0.086  -0.930   2.252  -0.261   0.094   0.034  -0.185   0.282   0.090  -0.353  -1.203  -0.102  -0.462  -0.034
